index,feel,look,name,smell,taste
116,"{'bock': 3, 'easy': 3, 'pretty': 2}","{'golden': 6, 'pours': 3, 'light': 3}","Kiper Bock","{'sweet': 5, 'it': 2, 'like': 2}","{'pretty': 3, 'alcohol': 3, 'sweet': 3}"
117,"{'feel': 4, 'bit': 2, 'bodied': 2}","{'one': 4, 'cloudy': 4, 'look': 3}",Pszeniczniak,"{'wheat': 5, 'banana': 4, 'note': 3}","{'banana': 7, 'wheat': 6, 'flavor': 3}"
118,"{'honey': 12, 'medium': 7, 'light': 7}","{'look': 7, 'white': 7, 'golden': 6}","Perla Miodowa (Honey)","{'honey': 17, 'malt': 7, 'lager': 6}","{'honey': 19, 'sweet': 9, 'malt': 5}"
119,"{'feel': 13, 'carbonation': 11, 'sweet': 11}","{'brown': 10, 'amber': 10, 'look': 8}",Kozlak,"{'sweet': 25, 'malt': 18, 'caramel': 14}","{'malt': 13, 'sweet': 12, 'caramel': 9}"
120,"{'feel': 4, 'nose': 4, 'light': 2}","{'cloudy': 4, 'yellow': 3, 'pale': 3}","Warka Radler (Lemonade)","{'nose': 5, 'lemon': 3, 'somebody': 2}","{'lemonade': 8, 'sweet': 3, 'lemon': 3}"
121,"{'malt': 5, 'carbonation': 4, 'feel': 3}","{'brown': 4, 'dark': 4, 'pours': 3}","Boss Kozlak (Bock)","{'dark': 7, 'like': 7, 'molasses': 5}","{'malty': 3, 'like': 3, 'caramel': 3}"
122,"{'sweet': 11, 'feel': 11, 'carbonation': 11}","{'brown': 16, 'dark': 15, 'black': 14}","Grand Imperial Porter","{'chocolate': 27, 'dark': 23, 'malt': 23}","{'sweet': 20, 'coffee': 18, 'chocolate': 16}"
123,"{'light': 7, 'body': 4, 'carbonation': 3}","{'straw': 6, 'pours': 5, 'white': 5}","Piwo Z Grodziska","{'nose': 7, 'smoke': 5, 'light': 4}","{'bit': 2, 'sweet': 2, 'smoke': 2}"
124,"{'medium': 49, 'feel': 47, 'carbonation': 46}","{'dark': 71, 'black': 61, 'brown': 61}","Black Boss Porter","{'dark': 89, 'malt': 87, 'chocolate': 84}","{'sweet': 54, 'malt': 51, 'chocolate': 51}"
125,"{'carbonation': 139, 'medium': 139, 'feel': 114}","{'black': 160, 'dark': 154, 'brown': 135}",Porter,"{'chocolate': 331, 'malt': 312, 'dark': 262}","{'chocolate': 206, 'malt': 157, 'dark': 151}"
126,"{'dark': 15, 'malt': 13, 'feel': 12}","{'dark': 14, 'brown': 14, 'black': 10}","Komes Baltic Porter","{'dark': 22, 'malt': 21, 'coffee': 17}","{'malt': 9, 'coffee': 8, 'dark': 8}"
127,"{'feel': 5, 'english': 5, 'porter': 5}","{'brown': 10, 'black': 6, 'dark': 6}","Hamer & Sikkel","{'chocolate': 15, 'malt': 10, 'caramel': 10}","{'malt': 7, 'coffee': 5, 'chocolate': 5}"
128,"{'medium': 7, 'rye': 5, 'carbonation': 4}","{'medium': 6, 'dark': 5, 'amber': 5}","Jacobus RPA","{'rye': 12, 'medium': 6, 'nose': 6}","{'rye': 10, 'caramel': 5, 'dry': 5}"
129,"{'feel': 4, 'carbonation': 3, 'smooth': 3}","{'little': 7, 'perfect': 3, 'lot': 3}",Lentehop,"{'little': 7, 'malt': 6, 'hop': 6}","{'lemon': 3, 'fruit': 2, 'perfect': 2}"
130,"{'feel': 3, 'carbonation': 3, 'sweet': 3}","{'pours': 4, 'white': 4, 'amber': 3}","Gulpener Dort","{'malt': 8, 'sweet': 5, 'hop': 3}","{'malty': 5, 'sweet': 4, 'bitter': 3}"
131,"{'light': 4, 'blond': 3, 'nice': 3}","{'nice': 2, 'fine': 1, 'look': 1}","Emelisse Blond","{'good': 4, 'nice': 3, 'citrus': 3}","{'nice': 3, 'fruit': 3, 'bit': 2}"
132,"{'medium': 10, 'carbonation': 8, 'body': 6}","{'brown': 15, 'dark': 8, 'look': 8}","Jopen Bokbier","{'nose': 14, 'malt': 13, 'caramel': 9}","{'malt': 13, 'caramel': 8, 'sweet': 8}"
133,"{'bitterness': 2, 'feel': 2, 'alcohol': 2}","{'yellow': 3, 'look': 2, 'clear': 2}","Jopen Lentebier","{'like': 3, 'bread': 2, 'fruit': 2}","{'alcohol': 5, 'aftertaste': 3, 'good': 3}"
134,"{'finish': 2, 'bitterness': 2, 'orange': 2}","{'golden': 2, 'l': 1, 'chalice': 1}","De Prael Tripel","{'nose': 4, 'fruit': 3, 'coriander': 3}","{'like': 5, 'malt': 4, 'instead': 2}"
135,"{'feel': 3, 'medium': 3, 'body': 3}","{'white': 3, 'hazy': 2, 'dense': 2}",PaasIJ,"{'yeast': 4, 'citrus': 4, 'coriander': 4}","{'yeast': 4, 'coriander': 4, 'grassy': 3}"
136,"{'feel': 5, 'medium': 4, 'bodied': 4}","{'brown': 5, 'caramel': 4, 'light': 4}",IJndejaars,"{'caramel': 7, 'malt': 6, 'spice': 6}","{'malt': 4, 'caramel': 3, 'sweetness': 3}"
137,"{'sweetness': 3, 'medium': 3, 'slightly': 3}","{'hazy': 2, 'solid': 1, 'winter': 1}","Emelisse Winterbier","{'fruit': 5, 'light': 4, 'nose': 3}","{'fruit': 3, 'dark': 2, 'soft': 2}"
138,"{'medium': 5, 'carbonation': 4, 'refreshing': 3}","{'hazy': 2, 'yellow': 2, 'golden': 2}",Mannenliefde,"{'yeast': 5, 'lemon': 3, 'nice': 3}","{'lemon': 3, 'wheat': 2, 'big': 2}"
139,"{'carbonation': 16, 'feel': 15, 'medium': 11}","{'golden': 12, 'hazy': 11, 'look': 10}",Zatte,"{'nose': 22, 'fruit': 21, 'like': 15}","{'sweet': 12, 'like': 10, 'orange': 8}"
140,"{'medium': 14, 'hop': 12, 'carbonation': 11}","{'hazy': 15, 'amber': 13, 'white': 10}","Storm & Bliksem (Amarillo)","{'citrus': 17, 'hop': 17, 'nose': 15}","{'hop': 15, 'grapefruit': 11, 'orange': 11}"
141,"{'light': 33, 'carbonation': 32, 'medium': 26}","{'white': 29, 'yellow': 21, 'pours': 21}","La Trappe Witte Trappist","{'wheat': 38, 'citrus': 31, 'spice': 27}","{'wheat': 26, 'like': 22, 'lemon': 15}"
142,"{'medium': 20, 'carbonation': 18, 'feel': 12}","{'hazy': 20, 'golden': 20, 'cloudy': 20}","Christoffel Bier","{'hop': 55, 'malt': 32, 'nose': 30}","{'hop': 35, 'malt': 21, 'bitterness': 16}"
143,"{'light': 8, 'easy': 5, 'carbonation': 5}","{'look': 9, 'cloudy': 6, 'yellow': 5}",IJwit,"{'nose': 14, 'wheat': 9, 'orange': 8}","{'coriander': 7, 'wheat': 6, 'like': 6}"
144,"{'feel': 7, 'medium': 7, 'light': 6}","{'yellow': 10, 'hazy': 7, 'white': 7}","Gulpener Korenwolf","{'wheat': 10, 'nose': 8, 'light': 7}","{'like': 7, 'spicy': 7, 'citrus': 5}"
145,"{'medium': 10, 'carbonation': 9, 'smooth': 9}","{'black': 9, 'dark': 7, 'brown': 6}","Emelisse Black IPA","{'malt': 20, 'roasted': 17, 'hop': 15}","{'malt': 12, 'roasted': 12, 'hop': 11}"
146,"{'carbonation': 6, 'medium': 6, 'little': 4}","{'white': 7, 'hazy': 6, 'lacing': 5}",IPA,"{'hop': 14, 'nose': 12, 'citrus': 8}","{'hop': 7, 'citrus': 6, 'malt': 5}"
147,"{'medium': 16, 'carbonation': 11, 'feel': 10}","{'orange': 14, 'white': 12, 'hazy': 12}",Columbus,"{'nose': 24, 'fruit': 19, 'like': 14}","{'hop': 12, 'malt': 11, 'bitter': 11}"
148,"{'medium': 3, 'carbonation': 3, 'smooth': 2}","{'dark': 3, 'amber': 3, 'slight': 1}",Maelstrom,"{'hop': 5, 'nose': 5, 'sweet': 4}","{'grapefruit': 3, 'sweet': 3, 'alcohol': 2}"
149,"{'light': 5, 'feel': 4, 'citrus': 3}","{'amber': 3, 'light': 2, 'hazy': 2}","Hop & Liefde","{'citrus': 7, 'hop': 5, 'tropical': 4}","{'citrus': 4, 'light': 3, 'front': 2}"
150,"{'finish': 3, 'smooth': 3, 'dry': 2}","{'pours': 3, 'cloudy': 3, 'white': 3}","Double Rye IPA","{'pine': 8, 'citrus': 7, 'malt': 6}","{'citrus': 5, 'pine': 5, 'rye': 4}"
151,"{'carbonation': 19, 'medium': 18, 'hop': 13}","{'orange': 14, 'white': 14, 'amber': 11}","Vuur & Vlam","{'hop': 30, 'nose': 25, 'citrus': 19}","{'hop': 17, 'citrus': 14, 'malt': 12}"
152,"{'feel': 3, 'medium': 3, 'palate': 3}","{'copper': 3, 'orange': 2, 'amber': 2}","Snab Pale Ale","{'hop': 5, 'grapefruit': 4, 'cascade': 4}","{'orange': 3, 'like': 2, 'grapefruit': 2}"
153,"{'medium': 19, 'feel': 16, 'carbonation': 14}","{'amber': 8, 'look': 6, 'nice': 5}","Zundert 8","{'yeast': 16, 'fruit': 14, 'caramel': 12}","{'caramel': 12, 'spice': 9, 'malt': 8}"
154,"{'carbonation': 14, 'feel': 13, 'medium': 11}","{'dark': 12, 'brown': 11, 'pours': 7}","Bloed, Zweet & Tranen","{'malt': 22, 'nose': 20, 'smoke': 19}","{'malt': 15, 'smoke': 14, 'chocolate': 10}"
155,"{'dark': 10, 'medium': 10, 'carbonation': 9}","{'brown': 16, 'dark': 11, 'caramel': 10}",Struis,"{'nose': 28, 'fruit': 21, 'sweet': 18}","{'dark': 11, 'sweet': 11, 'fruit': 10}"
156,"{'feel': 4, 'light': 3, 'carbonation': 2}","{'medium': 5, 'cloudy': 3, 'orange': 3}","Jopen Northsea IPA","{'hop': 5, 'grapefruit': 5, 'medium': 5}","{'sweet': 3, 'fruit': 3, 'note': 3}"
157,"{'light': 5, 'nice': 4, 'malt': 3}","{'l': 2, 'clear': 2, 'nice': 2}","American Barley Wine","{'caramel': 10, 'dark': 7, 'fruit': 7}","{'caramel': 4, 'fruit': 4, 'sweet': 3}"
158,"{'feel': 6, 'body': 6, 'light': 4}","{'dark': 2, 'brown': 2, 'good': 2}","Peated Imperial Stout","{'smoke': 5, 'like': 5, 'sweet': 4}","{'flavor': 3, 'light': 3, 'dark': 3}"
159,"{'feel': 10, 'medium': 10, 'carbonation': 7}","{'brown': 14, 'dark': 13, 'ruby': 5}","Hertog Jan Grand Prestige","{'sweet': 17, 'dark': 16, 'fruit': 15}","{'sweet': 16, 'dark': 9, 'alcohol': 8}"
160,"{'feel': 25, 'carbonation': 25, 'bodied': 13}","{'brown': 20, 'look': 16, 'pours': 15}","Bommen & Granaten","{'caramel': 31, 'sweet': 30, 'nose': 28}","{'sweet': 25, 'sugar': 17, 'caramel': 16}"
161,"{'medium': 16, 'carbonation': 11, 'body': 8}","{'brown': 13, 'dark': 13, 'tan': 8}","Jopen Koyt","{'nose': 19, 'dark': 18, 'fruit': 16}","{'sweet': 13, 'malt': 11, 'spicy': 11}"
162,"{'carbonation': 92, 'medium': 86, 'feel': 75}","{'brown': 117, 'dark': 95, 'pours': 53}","La Trappe Dubbel (Koningshoeven / Dominus)","{'fruit': 110, 'nose': 108, 'dark': 107}","{'malt': 71, 'sweet': 70, 'dark': 60}"
163,"{'carbonation': 50, 'feel': 42, 'medium': 42}","{'black': 39, 'brown': 38, 'dark': 36}","Moord & Doodslag - Disputin","{'dark': 86, 'chocolate': 68, 'malt': 66}","{'chocolate': 54, 'dark': 52, 'malt': 42}"
164,"{'carbonation': 11, 'medium': 9, 'coffee': 6}","{'black': 9, 'dark': 5, 'brown': 4}","Mout & Mocca","{'coffee': 21, 'chocolate': 13, 'dark': 11}","{'coffee': 20, 'chocolate': 10, 'dark': 8}"
165,"{'carbonation': 27, 'medium': 18, 'alcohol': 16}","{'black': 30, 'dark': 14, 'pours': 12}","Emelisse Imperial Russian Stout","{'chocolate': 53, 'dark': 37, 'malt': 36}","{'chocolate': 34, 'coffee': 25, 'malt': 25}"
166,"{'carbonation': 13, 'medium': 11, 'body': 8}","{'brown': 18, 'dark': 17, 'black': 7}","Mooi & Meedogenloos","{'dark': 29, 'chocolate': 23, 'fruit': 22}","{'dark': 16, 'chocolate': 15, 'fruit': 10}"
167,"{'carbonation': 102, 'feel': 84, 'medium': 84}","{'orange': 77, 'amber': 68, 'white': 64}","La Trappe Tripel (Koningshoeven / Dominus)","{'nose': 123, 'sweet': 122, 'malt': 91}","{'sweet': 88, 'alcohol': 56, 'malt': 55}"
168,"{'feel': 5, 'carbonation': 5, 'nose': 3}","{'brown': 3, 'carbonation': 3, 'dark': 3}","Ongelovige Thomas","{'dark': 10, 'nose': 8, 'fruit': 8}","{'fruit': 6, 'caramel': 5, 'dark': 5}"
169,"{'carbonation': 19, 'finish': 14, 'medium': 13}","{'black': 20, 'brown': 15, 'dark': 14}","Hemel & Aarde","{'peat': 31, 'nose': 26, 'chocolate': 25}","{'peat': 17, 'chocolate': 16, 'note': 11}"
170,"{'carbonation': 18, 'full': 15, 'feel': 15}","{'black': 23, 'dark': 18, 'look': 12}","Heaven & Hell","{'chocolate': 48, 'dark': 36, 'coffee': 33}","{'chocolate': 31, 'dark': 24, 'malt': 19}"
171,"{'carbonation': 77, 'medium': 70, 'body': 47}","{'amber': 60, 'white': 47, 'pours': 44}","La Trappe Isid'or","{'nose': 85, 'yeast': 80, 'malt': 70}","{'fruit': 42, 'malt': 42, 'caramel': 41}"
172,"{'medium': 26, 'carbonation': 22, 'body': 17}","{'brown': 47, 'dark': 24, 'pours': 19}","La Trappe Bockbier","{'malt': 47, 'dark': 34, 'caramel': 28}","{'malt': 32, 'dark': 19, 'caramel': 19}"
173,"{'medium': 6, 'carbonation': 5, 'bodied': 5}","{'dark': 6, 'brown': 6, 'black': 5}","Spanning & Sensatie","{'dark': 11, 'chocolate': 11, 'malt': 10}","{'dark': 11, 'malt': 8, 'chocolate': 7}"
174,"{'feel': 12, 'carbonation': 10, 'full': 8}","{'black': 16, 'dark': 13, 'brown': 9}","Export Porter 1750","{'dark': 30, 'chocolate': 25, 'malt': 23}","{'dark': 15, 'chocolate': 12, 'malt': 11}"
175,"{'bit': 4, 'carbonation': 3, 'feel': 2}","{'dark': 9, 'brown': 8, 'black': 5}","Caramel Fudge Stout","{'caramel': 9, 'fudge': 8, 'chocolate': 8}","{'caramel': 12, 'chocolate': 6, 'note': 5}"
176,"{'carbonation': 28, 'feel': 27, 'chocolate': 20}","{'dark': 18, 'black': 17, 'brown': 17}","Tsarina Esra","{'chocolate': 44, 'dark': 39, 'malt': 27}","{'chocolate': 23, 'dark': 23, 'coffee': 21}"
177,"{'carbonation': 10, 'body': 5, 'full': 5}","{'black': 9, 'brown': 8, 'look': 6}","Hel & Verdoemenis Misto B.A.","{'nose': 14, 'bourbon': 12, 'chocolate': 11}","{'bourbon': 11, 'barrel': 6, 'chocolate': 6}"
178,"{'carbonation': 55, 'feel': 46, 'full': 36}","{'black': 58, 'dark': 42, 'brown': 34}","Hel & Verdoemenis","{'chocolate': 119, 'dark': 77, 'nose': 73}","{'chocolate': 66, 'coffee': 51, 'malt': 40}"
179,"{'carbonation': 204, 'feel': 182, 'medium': 155}","{'amber': 168, 'brown': 152, 'pours': 142}","La Trappe Quadrupel (Koningshoeven / Dominus)","{'fruit': 266, 'nose': 239, 'sweet': 219}","{'sweet': 203, 'alcohol': 183, 'fruit': 149}"
180,"{'carbonation': 5, 'light': 3, 'style': 2}","{'white': 3, 'actually': 2, 'colour': 2}",Bianca,"{'clove': 5, 'orange': 5, 'lemon': 4}","{'like': 4, 'note': 3, 'bread': 3}"
181,"{'carbonation': 13, 'medium': 10, 'full': 9}","{'black': 11, 'look': 5, 'pours': 5}","Hel & Verdoemenis Wild Turkey B.A.","{'nose': 29, 'bourbon': 23, 'chocolate': 15}","{'bourbon': 10, 'chocolate': 8, 'vanilla': 6}"
182,"{'bourbon': 6, 'feel': 6, 'alcohol': 6}","{'black': 9, 'pours': 6, 'dark': 5}","Hel & Verdoemenis - Bourbon BA","{'chocolate': 24, 'bourbon': 22, 'nose': 17}","{'chocolate': 12, 'bourbon': 11, 'dark': 7}"
183,"{'body': 3, 'slightly': 3, 'medium': 2}","{'bottle': 3, 'hazy': 3, 'pours': 3}",Elixir,"{'sweet': 11, 'fruity': 6, 'fruit': 6}","{'sweet': 6, 'malt': 5, 'sweetness': 4}"
184,"{'fruit': 5, 'carbonation': 4, 'medium': 4}","{'brown': 8, 'orange': 5, 'fruit': 4}",Momus,"{'malt': 7, 'fruit': 4, 'sugar': 3}","{'sweet': 5, 'much': 5, 'flavor': 4}"
185,"{'medium': 6, 'carbonation': 4, 'light': 4}","{'amber': 5, 'hazy': 4, 'pours': 4}",Maledetta,"{'note': 7, 'sweet': 6, 'flavor': 5}","{'note': 3, 'get': 2, 'sour': 2}"
186,"{'medium': 7, 'carbonation': 6, 'high': 4}","{'hazy': 7, 'white': 5, 'gold': 5}","Biere D'Abbaye Lacu","{'yeast': 7, 'spice': 7, 'lemon': 5}","{'malt': 5, 'lemon': 4, 'orange': 4}"
187,"{'carbonation': 9, 'hop': 6, 'light': 6}","{'orange': 7, 'good': 5, 'white': 3}",Spaceman,"{'hop': 18, 'citrus': 10, 'malt': 10}","{'hop': 10, 'grapefruit': 8, 'citrus': 7}"
188,"{'smooth': 4, 'ale': 2, 'feel': 2}","{'brown': 4, 'pours': 3, 'dark': 3}",Baluba,"{'sweet': 4, 'malt': 4, 'fruit': 3}","{'like': 2, 'ruta': 2, 'wish': 2}"
189,"{'feel': 5, 'light': 4, 'sweet': 3}","{'dark': 4, 'brown': 4, 'deep': 2}",X-Ray,"{'chocolate': 10, 'hint': 8, 'malt': 8}","{'hint': 4, 'sweet': 3, 'malt': 3}"
190,"{'creamy': 4, 'smooth': 3, 'email': 3}","{'hazy': 4, 'orange': 4, 'light': 4}",Enkir,"{'yeast': 6, 'fruity': 4, 'orange': 4}","{'wheat': 4, 'good': 3, 'sweet': 2}"
191,"{'one': 2, 'lighter': 2, 'sure': 1}","{'amber': 2, 'clear': 1, 'thick': 1}",Bibock,"{'nose': 5, 'hop': 3, 'malt': 3}","{'nose': 2, 'grain': 2, 'also': 2}"
192,"{'medium': 14, 'carbonation': 10, 'bodied': 7}","{'orange': 9, 'white': 9, 'dark': 7}","Tre Fontane Tripel","{'eucalyptus': 15, 'sweet': 10, 'malt': 10}","{'sweet': 9, 'eucalyptus': 7, 'slightly': 6}"
193,"{'note': 7, 'carbonation': 6, 'wine': 4}","{'brown': 8, 'dark': 6, 'opaque': 4}","Bran Reserva","{'dark': 8, 'oak': 8, 'nose': 8}","{'vinous': 3, 'oak': 3, 'like': 3}"
194,"{'dry': 4, 'carbonation': 4, 'feel': 3}","{'light': 3, 'bottle': 2, 'yellow': 2}","Panil Divina","{'funk': 4, 'apple': 3, 'note': 3}","{'sour': 6, 'flavor': 3, 'apple': 3}"
195,"{'feel': 3, 'bodied': 3, 'light': 3}","{'dark': 4, 'brown': 4, 'pours': 4}","Bran Raven","{'nose': 7, 'fruit': 4, 'cherry': 4}","{'malt': 5, 'fruit': 4, 'roasted': 3}"
196,"{'light': 6, 'body': 5, 'bit': 5}","{'orange': 5, 'poured': 4, 'little': 4}",Krampus,"{'nose': 7, 'little': 6, 'bit': 5}","{'wine': 4, 'like': 4, 'little': 4}"
197,"{'note': 7, 'light': 6, 'medium': 4}","{'pours': 7, 'murky': 3, 'medium': 3}","Dolii Raptor","{'oak': 10, 'note': 10, 'nose': 8}","{'flavor': 5, 'like': 4, 'cherry': 3}"
198,"{'carbonation': 12, 'medium': 11, 'light': 9}","{'amber': 7, 'brown': 7, 'pours': 7}",Madamin,"{'oak': 14, 'sour': 14, 'nose': 12}","{'sour': 16, 'oak': 10, 'light': 9}"
199,"{'carbonation': 12, 'light': 11, 'medium': 7}","{'hazy': 7, 'pours': 7, 'reddish': 6}","D'uva Beer","{'grape': 11, 'sour': 8, 'cherry': 7}","{'sour': 12, 'light': 10, 'oak': 9}"
200,"{'carbonation': 47, 'medium': 38, 'feel': 31}","{'brown': 45, 'dark': 34, 'pours': 32}","La Trappe Quadrupel - Oak-Aged","{'oak': 63, 'fruit': 60, 'nose': 55}","{'oak': 35, 'fruit': 30, 'dark': 26}"
201,"{'medium': 10, 'carbonation': 8, 'light': 7}","{'brown': 8, 'pours': 7, 'red': 5}","Imper Ale Ubi Rossa","{'yeast': 9, 'dark': 8, 'fruit': 8}","{'flavor': 4, 'dark': 4, 'come': 4}"
202,"{'one': 3, 'light': 3, 'dipa': 3}","{'choice': 1, 'either': 1, 'store': 1}",Machete,"{'hop': 5, 'grapefruit': 5, 'nose': 4}","{'hop': 4, 'tropical': 3, 'malt': 3}"
203,"{'dark': 4, 'medium': 3, 'wine': 3}","{'brown': 4, 'really': 2, 'red': 2}","BB Dexi","{'dark': 6, 'chocolate': 6, 'nose': 4}","{'caramel': 3, 'flavor': 3, 'finish': 3}"
204,"{'carbonation': 7, 'feel': 5, 'light': 5}","{'golden': 8, 'yellow': 6, 'white': 6}",ViaEmilia,"{'nose': 12, 'hop': 11, 'malt': 9}","{'hop': 8, 'malt': 5, 'finish': 4}"
205,"{'medium': 11, 'carbonation': 8, 'bodied': 5}","{'brown': 6, 'poured': 5, 'amber': 4}",Chimera,"{'malt': 12, 'caramel': 10, 'nose': 9}","{'malt': 7, 'caramel': 6, 'plum': 5}"
206,"{'medium': 3, 'body': 3, 'feel': 2}","{'golden': 3, 'orange': 3, 'hazy': 3}","Toccalmatto / Prairie - Okie Matilda","{'note': 4, 'one': 3, 'hay': 3}","{'like': 3, 'belgian': 2, 'lemon': 2}"
207,"{'carbonation': 8, 'feel': 7, 'light': 6}","{'golden': 6, 'yellow': 4, 'clear': 3}","La Mummia","{'apple': 7, 'nose': 6, 'light': 6}","{'apple': 5, 'note': 5, 'light': 4}"
208,"{'carbonation': 6, 'feel': 6, 'medium': 5}","{'amber': 8, 'pours': 7, 'medium': 7}","Re Ale","{'hop': 21, 'nose': 12, 'citrus': 11}","{'hop': 13, 'citrus': 8, 'malt': 8}"
209,"{'feel': 13, 'carbonation': 8, 'body': 7}","{'dark': 10, 'pours': 9, 'white': 8}","Demon Hunter","{'nose': 16, 'malt': 7, 'flavor': 6}","{'yeast': 6, 'like': 6, 'fruit': 5}"
210,"{'flavor': 3, 'body': 2, 'little': 2}","{'pours': 6, 'white': 6, 'ale': 4}","Brett Peat Daydream","{'like': 7, 'nose': 7, 'sour': 5}","{'like': 3, 'sour': 3, 'peat': 2}"
211,"{'carbonation': 3, 'finish': 3, 'medium': 3}","{'dark': 7, 'brown': 6, 'black': 3}",BB10,"{'malt': 9, 'fruit': 8, 'sweet': 6}","{'even': 4, 'sour': 3, 'malt': 3}"
212,"{'feel': 3, 'body': 3, 'caramel': 3}","{'amber': 5, 'hazy': 4, 'look': 3}",Al-Iksir,"{'fruit': 5, 'nose': 4, 'caramel': 3}","{'apple': 3, 'like': 3, 'alcohol': 2}"
213,"{'feel': 30, 'carbonation': 29, 'medium': 21}","{'pours': 29, 'amber': 25, 'orange': 22}",Super,"{'nose': 43, 'sweet': 35, 'fruit': 34}","{'sweet': 25, 'malt': 21, 'nice': 15}"
214,"{'feel': 3, 'orange': 3, 'belgian': 3}","{'gold': 2, 'white': 2, 'bottle': 2}",Winterlude,"{'nice': 6, 'orange': 5, 'hop': 5}","{'spicy': 4, 'mix': 3, 'nice': 3}"
215,"{'aroma': 2, 'light': 2, 'could': 2}","{'lacing': 5, 'golden': 4, 'white': 4}",Seson,"{'light': 6, 'spice': 6, 'fruit': 5}","{'lime': 5, 'floral': 4, 'like': 3}"
216,"{'light': 18, 'raspberry': 15, 'carbonation': 12}","{'pours': 10, 'amber': 9, 'red': 8}",Rubus,"{'raspberry': 41, 'nose': 26, 'sour': 14}","{'raspberry': 22, 'flavor': 12, 'sour': 12}"
217,"{'carbonation': 17, 'feel': 17, 'light': 16}","{'white': 18, 'orange': 15, 'golden': 14}","Nuova Mattina","{'nose': 29, 'spice': 26, 'yeast': 20}","{'pepper': 18, 'spice': 12, 'ginger': 11}"
218,"{'medium': 15, 'feel': 15, 'carbonation': 14}","{'white': 18, 'pours': 13, 'golden': 13}","Re Ale Extra","{'hop': 33, 'citrus': 26, 'malt': 21}","{'hop': 15, 'finish': 10, 'citrus': 10}"
219,"{'feel': 5, 'carbonation': 5, 'medium': 4}","{'orange': 5, 'yellow': 5, 'hazy': 4}",Contessa,"{'hop': 13, 'citrus': 10, 'nose': 8}","{'hop': 6, 'bitterness': 4, 'ipa': 3}"
220,"{'medium': 17, 'feel': 13, 'carbonation': 11}","{'dark': 22, 'brown': 19, 'pours': 15}",Noël,"{'fruit': 19, 'nose': 17, 'like': 12}","{'fruit': 17, 'flavor': 13, 'sweet': 11}"
221,"{'feel': 6, 'light': 6, 'carbonation': 6}","{'bottle': 3, 'look': 3, 'good': 3}",Prunus,"{'cherry': 10, 'tart': 7, 'light': 5}","{'cherry': 10, 'tart': 8, 'sour': 6}"
222,"{'carbonation': 10, 'feel': 5, 'medium': 5}","{'dark': 6, 'pours': 5, 'bottle': 3}",BeerBera,"{'grape': 13, 'sour': 8, 'tart': 8}","{'grape': 10, 'sour': 10, 'tart': 6}"
223,"{'malt': 4, 'banana': 4, 'taste': 3}","{'brown': 7, 'tan': 4, 'white': 4}",Vùdù,"{'banana': 10, 'malt': 8, 'fruit': 6}","{'banana': 5, 'wheat': 4, 'like': 4}"
224,"{'light': 11, 'malt': 8, 'feel': 6}","{'malt': 8, 'light': 8, 'yellow': 6}",Tipopils,"{'nose': 16, 'hop': 14, 'malt': 9}","{'hop': 6, 'malt': 4, 'tasting': 4}"
225,"{'bit': 8, 'sugar': 7, 'brown': 6}","{'hazy': 2, 'caramel': 2, 'beige': 2}","Thomas Hardy's Ale (2015 -)","{'caramel': 11, 'malt': 9, 'flavor': 5}","{'malt': 4, 'toffee': 4, 'dark': 3}"
226,"{'light': 5, 'creamy': 4, 'finish': 4}","{'cloudy': 8, 'white': 8, 'hazy': 8}","Quarta Runa","{'peach': 26, 'fresh': 8, 'nose': 6}","{'peach': 13, 'bit': 6, 'sweet': 5}"
227,"{'feel': 5, 'taste': 3, 'stout': 3}","{'dark': 3, 'black': 2, 'body': 2}","Spaghetti Western - Grappa Barrel-Aged","{'dark': 8, 'malt': 7, 'chocolate': 5}","{'dark': 5, 'malt': 4, 'chocolate': 3}"
228,"{'carbonation': 5, 'feel': 4, 'light': 4}","{'white': 6, 'golden': 5, 'pours': 5}","Extraomnes / Stillwater Migdal Bavel","{'yeast': 10, 'spice': 9, 'light': 7}","{'citrus': 6, 'like': 5, 'fruit': 5}"
229,"{'carbonation': 3, 'good': 3, 'red': 2}","{'dark': 3, 'minimal': 3, 'lacing': 3}","Sedici Gradi","{'like': 3, 'dark': 3, 'fruit': 3}","{'fruit': 3, 'lot': 2, 'tart': 2}"
230,"{'feel': 7, 'bitter': 5, 'fruit': 4}","{'golden': 5, 'pours': 4, 'orange': 4}","Zona Cesarini","{'nose': 7, 'grapefruit': 7, 'hop': 7}","{'hop': 4, 'flavor': 4, 'light': 3}"
231,"{'feel': 23, 'carbonation': 21, 'medium': 20}","{'black': 29, 'dark': 15, 'tan': 11}","Brewfist / Prairie Artisan Ales - Spaghetti Western","{'coffee': 89, 'chocolate': 47, 'dark': 38}","{'coffee': 47, 'chocolate': 30, 'dark': 20}"
232,"{'carbonation': 50, 'medium': 41, 'sour': 41}","{'brown': 51, 'red': 43, 'pours': 36}","Panil Barriquée (Sour Version)","{'sour': 74, 'nose': 58, 'cherry': 55}","{'sour': 70, 'cherry': 29, 'tart': 29}"
233,"{'carbonation': 21, 'feel': 18, 'light': 15}","{'black': 28, 'brown': 25, 'dark': 25}","Verdi Imperial Stout","{'chocolate': 52, 'malt': 33, 'nose': 31}","{'chocolate': 31, 'dark': 20, 'malt': 20}"
